Date,Category,Region,Quantity,UnitPrice,Revenue
2022-06-23,Sports,West,3,62.47,215.54
2022-06-23,Sports,West,2,50.28,115.65
2022-06-23,Electronics,West,3,191.66,661.24
2022-06-23,Home & Kitchen,North,4,74.81,344.13
2022-06-23,Beauty,West,2,25.61,58.91
2022-06-23,Home & Kitchen,East,3,73.4,253.23
2022-06-23,Home & Kitchen,East,4,63.04,289.99
2022-06-24,Clothing,North,2,51.19,117.74
2022-06-24,Home & Kitchen,East,4,65.89,303.1
2022-06-24,Beauty,East,4,34.02,156.48
2022-06-24,Clothing,North,1,39.06,44.92
2022-06-24,Sports,East,4,63.16,290.53
2022-06-24,Home & Kitchen,West,4,62.47,287.35
2022-06-24,Sports,North,2,61.88,142.32
2022-06-24,Electronics,East,2,193.74,445.6
2022-06-24,Clothing,South,2,48.01,110.41
2022-06-24,Clothing,West,4,45.91,211.19
2022-06-24,Clothing,South,1,51.25,58.94
2022-06-24,Electronics,West,1,207.45,238.56
2022-06-24,Electronics,South,4,165.98,763.52
2022-06-24,Sports,West,3,56.28,194.16
2022-06-24,Clothing,East,3,51.9,179.07
2022-06-24,Electronics,North,2,191.12,439.58
2022-06-24,Clothing,East,3,45.76,157.87
2022-06-24,Electronics,South,3,174.28,601.26
2022-06-24,Sports,East,1,47.53,54.66
2022-06-25,Home & Kitchen,South,4,77.07,460.89
2022-06-25,Clothing,North,4,39.67,237.23
2022-06-25,Electronics,West,2,214.46,641.23
2022-06-25,Electronics,East,3,206.71,927.09
2022-06-25,Home & Kitchen,West,3,66.96,300.34
2022-06-25,Clothing,South,3,41.82,187.57
2022-06-25,Clothing,East,2,47.4,141.72
2022-06-25,Electronics,North,1,180.53,269.9
2022-06-25,Clothing,West,1,47.99,71.74
2022-06-25,Clothing,North,4,50.28,300.66
2022-06-26,Home & Kitchen,North,2,59.34,177.42
2022-06-26,Clothing,South,3,41.51,186.16
2022-06-26,Home & Kitchen,South,2,74.78,223.61
2022-06-26,Beauty,West,4,28.09,167.98
2022-06-26,Electronics,East,1,157.03,234.77
2022-06-26,Beauty,West,4,26.87,160.67
2022-06-26,Electronics,West,4,160.36,958.97
2022-06-26,Electronics,West,2,153.73,459.64
2022-06-26,Clothing,West,3,48.34,216.81
2022-06-26,Electronics,West,4,188.95,1129.94
2022-06-26,Clothing,East,3,40.35,180.98
2022-06-26,Clothing,North,4,53.7,321.1
2022-06-26,Electronics,North,2,185.11,553.49
2022-06-26,Home & Kitchen,East,1,60.01,89.72
2022-06-26,Clothing,South,3,47.44,212.76
2022-06-26,Clothing,West,4,53.32,318.85
2022-06-26,Sports,East,4,57.76,345.39
2022-06-27,Clothing,East,3,42.67,147.21
2022-06-27,Home & Kitchen,East,1,62.44,71.81
2022-06-27,Electronics,West,2,215.64,495.97
2022-06-27,Electronics,West,1,212.13,243.95
2022-06-27,Electronics,West,4,204.05,938.63
2022-06-27,Sports,East,4,56.64,260.55
2022-06-27,Beauty,South,1,28.1,32.32
2022-06-27,Electronics,North,2,194.18,446.61
2022-06-27,Beauty,East,4,33.07,152.1
2022-06-27,Electronics,South,4,180.95,832.36
2022-06-27,Home & Kitchen,West,3,55.6,191.81
2022-06-27,Beauty,South,1,30.09,34.6
2022-06-27,Beauty,North,2,33.94,78.06
2022-06-27,Beauty,West,1,35.6,40.94
2022-06-27,Electronics,North,2,177.06,407.25
2022-06-27,Home & Kitchen,East,1,76.75,88.26
2022-06-27,Electronics,West,3,197.41,681.06
2022-06-28,Clothing,South,2,48.95,112.59
2022-06-28,Electronics,East,4,201.64,927.53
2022-06-28,Sports,North,4,64.03,294.52
2022-06-28,Home & Kitchen,West,4,66.29,304.93
2022-06-28,Home & Kitchen,South,4,75.72,348.33
2022-06-28,Electronics,North,1,156.88,180.41
2022-06-28,Clothing,West,3,42.48,146.56
2022-06-28,Beauty,North,2,32.61,75.01
2022-06-28,Electronics,East,3,208.76,720.21
2022-06-28,Electronics,North,1,182.63,210.02
2022-06-28,Beauty,North,3,32.31,111.46
2022-06-28,Clothing,North,4,44.44,204.44
2022-06-28,Clothing,West,1,39.76,45.72
2022-06-28,Home & Kitchen,North,1,67.57,77.7
2022-06-28,Home & Kitchen,South,4,70.25,323.13
2022-06-28,Sports,North,1,58.23,66.96
2022-06-28,Beauty,North,1,27.45,31.57
2022-06-28,Clothing,West,1,53.31,61.3
2022-06-28,Beauty,West,3,34.39,118.63
2022-06-28,Clothing,South,3,40.72,140.48
2022-06-28,Home & Kitchen,West,3,70.9,244.61
2022-06-28,Clothing,West,1,48.96,56.3
2022-06-28,Home & Kitchen,East,3,55.66,192.03
2022-06-28,Clothing,South,4,50.9,234.13
2022-06-28,Clothing,North,2,52.23,120.13
2022-06-28,Clothing,West,1,47.48,54.6
2022-06-28,Clothing,South,2,38.6,88.79
2022-06-29,Electronics,North,3,206.45,712.25
2022-06-29,Clothing,North,4,39.69,182.55
2022-06-29,Electronics,North,1,186.78,214.8
2022-06-29,Home & Kitchen,East,4,64.92,298.63
2022-06-29,Sports,South,3,58.43,201.57
2022-06-29,Clothing,South,3,50.99,175.92
2022-06-29,Beauty,East,4,32.71,150.47
2022-06-29,Electronics,South,4,170.45,784.08
2022-06-29,Electronics,North,1,215.75,248.11
2022-06-29,Home & Kitchen,South,1,56.04,64.45
2022-06-29,Beauty,South,3,27.95,96.42
2022-06-29,Beauty,West,2,26.53,61.01
2022-06-29,Electronics,West,4,210.16,966.72
2022-06-29,Sports,East,3,56.95,196.46
2022-06-29,Clothing,South,1,48.57,55.86
2022-06-29,Home & Kitchen,East,3,74.53,257.12
2022-06-29,Electronics,West,1,178.71,205.51
2022-06-29,Home & Kitchen,North,4,69.82,321.15
2022-06-29,Beauty,East,3,35.07,120.98
2022-06-29,Clothing,East,2,51.81,119.17
2022-06-30,Sports,West,2,51.32,118.03
2022-06-30,Electronics,North,3,164.1,566.15
2022-06-30,Clothing,East,1,52.86,60.79
2022-06-30,Home & Kitchen,East,3,68.66,236.88
2022-06-30,Electronics,East,4,185.69,854.19
2022-06-30,Electronics,West,2,194.47,447.29
2022-06-30,Clothing,South,3,41.76,144.08
2022-06-30,Home & Kitchen,South,2,68.57,157.71
2022-06-30,Sports,West,3,49.52,170.84
2022-06-30,Electronics,South,3,212.67,733.72
2022-06-30,Electronics,West,3,166.49,574.4
2022-06-30,Home & Kitchen,South,1,59.29,68.18
2022-06-30,Electronics,West,3,187.91,648.3
2022-06-30,Beauty,East,3,29.83,102.9
2022-06-30,Home & Kitchen,East,2,58.79,135.22
2022-06-30,Home & Kitchen,South,1,65.46,75.28
2022-06-30,Electronics,East,2,167.35,384.91
2022-06-30,Electronics,West,3,162.05,559.08
2022-07-01,Electronics,West,2,170.9,393.07
2022-07-01,Clothing,North,3,39.66,136.84
2022-07-01,Clothing,West,1,53.72,61.78
2022-07-01,Home & Kitchen,West,3,64.78,223.48
2022-07-01,Beauty,West,3,29.74,102.6
2022-07-01,Electronics,West,2,168.88,388.42
2022-07-01,Beauty,North,4,28.79,132.43
2022-07-01,Sports,North,4,60.06,276.28
2022-07-01,Home & Kitchen,North,3,75.48,260.4
2022-07-01,Sports,South,4,52.32,240.69
2022-07-01,Sports,East,2,48.06,110.53
2022-07-01,Sports,East,4,54.23,249.45
2022-07-02,Home & Kitchen,East,3,65.98,295.93
2022-07-02,Electronics,West,4,172.46,1031.3
2022-07-02,Electronics,West,2,174.36,521.32
2022-07-02,Beauty,North,4,35.72,213.63
2022-07-02,Electronics,South,2,178.92,534.97
2022-07-02,Clothing,North,3,42.26,189.54
2022-07-02,Sports,North,1,49.2,73.55
2022-07-02,Clothing,East,2,48.82,145.98
2022-07-02,Electronics,West,3,166.22,745.51
2022-07-02,Electronics,East,2,206.84,618.45
2022-07-02,Home & Kitchen,North,4,60.97,364.6
2022-07-02,Electronics,East,1,159.36,238.25
2022-07-02,Home & Kitchen,West,1,58.65,87.69
2022-07-02,Home & Kitchen,North,4,58.99,352.76
2022-07-03,Sports,South,4,59.35,354.92
2022-07-03,Clothing,South,4,42.38,253.42
2022-07-03,Beauty,South,4,32.33,193.32
2022-07-03,Clothing,West,4,49.6,296.59
2022-07-03,Home & Kitchen,East,3,57.16,256.35
2022-07-03,Sports,North,3,53.63,240.52
2022-07-03,Electronics,North,3,178.32,799.78
2022-07-03,Beauty,West,4,26.26,157.03
2022-07-03,Beauty,South,4,34.33,205.32
2022-07-03,Sports,West,2,56.01,167.46
2022-07-03,Home & Kitchen,North,2,66.09,197.62
2022-07-03,Clothing,West,4,40.41,241.64
2022-07-03,Electronics,South,2,198.15,592.46
2022-07-03,Electronics,West,2,209.44,626.21
2022-07-03,Clothing,North,1,38.89,58.14
2022-07-04,Clothing,North,2,50.54,116.25
2022-07-04,Home & Kitchen,East,1,76.71,88.22
2022-07-04,Electronics,North,3,173.29,597.85
2022-07-04,Sports,East,4,56.26,258.78
2022-07-04,Clothing,West,4,42.54,195.69
2022-07-04,Home & Kitchen,South,2,71.13,163.6
2022-07-04,Electronics,South,3,204.06,704.0
2022-07-04,Electronics,North,1,180.9,208.04
2022-07-04,Electronics,South,3,176.53,609.04
2022-07-04,Electronics,East,2,160.09,368.2
2022-07-04,Home & Kitchen,North,1,63.22,72.7
2022-07-04,Beauty,North,4,32.55,149.73
2022-07-04,Beauty,South,2,30.11,69.25
2022-07-04,Electronics,North,1,182.63,210.02
2022-07-04,Electronics,North,4,183.36,843.44
2022-07-04,Beauty,West,4,33.19,152.68
2022-07-04,Home & Kitchen,North,2,66.76,153.54
2022-07-04,Sports,West,2,58.6,134.78
2022-07-04,Electronics,South,1,179.33,206.23
2022-07-04,Electronics,East,1,157.06,180.62
2022-07-05,Home & Kitchen,West,4,75.58,347.66
2022-07-05,Home & Kitchen,North,1,62.59,71.98
2022-07-05,Electronics,North,3,153.34,529.01
2022-07-05,Home & Kitchen,North,4,69.11,317.9
2022-07-05,Clothing,East,3,50.56,174.43
2022-07-05,Clothing,East,2,52.89,121.64
2022-07-05,Clothing,South,4,45.53,209.45
2022-07-05,Electronics,East,2,191.4,440.21
2022-07-05,Beauty,West,2,31.56,72.58
2022-07-05,Home & Kitchen,South,1,58.06,66.77
2022-07-05,Home & Kitchen,South,1,69.55,79.99
2022-07-05,Home & Kitchen,South,2,71.91,165.39
2022-07-05,Sports,South,2,50.9,117.07
2022-07-05,Beauty,West,1,27.89,32.07
2022-07-05,Sports,North,1,57.74,66.4
2022-07-05,Home & Kitchen,East,3,69.25,238.9
2022-07-05,Sports,South,3,58.19,200.76
2022-07-05,Electronics,East,1,185.39,213.2
2022-07-06,Clothing,West,1,40.85,46.98
2022-07-06,Electronics,East,2,204.21,469.69
2022-07-06,Electronics,North,1,168.97,194.31
2022-07-06,Home & Kitchen,South,4,63.6,292.55
2022-07-06,Clothing,West,1,46.1,53.01
2022-07-06,Clothing,South,2,43.61,100.31
2022-07-06,Beauty,East,4,33.11,152.31
2022-07-06,Beauty,North,4,35.29,162.31
2022-07-06,Electronics,North,4,183.02,841.91
2022-07-06,Electronics,East,2,170.17,391.39
2022-07-06,Home & Kitchen,South,3,76.69,264.6
2022-07-06,Home & Kitchen,East,3,55.51,191.51
2022-07-06,Clothing,East,1,48.47,55.74
2022-07-06,Clothing,South,1,48.39,55.65
2022-07-06,Electronics,West,1,187.92,216.11
2022-07-06,Electronics,North,3,170.32,587.62
2022-07-06,Sports,South,2,48.03,110.48
2022-07-06,Home & Kitchen,North,1,68.72,79.02
2022-07-06,Home & Kitchen,North,3,55.51,191.53
2022-07-06,Sports,North,3,51.6,178.04
2022-07-07,Beauty,South,3,27.81,95.95
2022-07-07,Electronics,East,3,206.72,713.18
2022-07-07,Sports,West,4,56.46,259.71
2022-07-07,Clothing,South,2,46.2,106.27
2022-07-07,Clothing,West,1,43.46,49.98
2022-07-07,Sports,North,3,56.71,195.63
2022-07-07,Clothing,East,2,50.6,116.38
2022-07-07,Sports,East,1,50.69,58.29
2022-07-07,Electronics,North,3,208.86,720.55
2022-07-07,Clothing,East,3,53.22,183.62
2022-07-07,Home & Kitchen,West,2,67.01,154.11
2022-07-07,Clothing,East,2,44.51,102.36
2022-07-07,Clothing,South,2,42.3,97.28
2022-07-07,Sports,South,1,49.55,56.98
2022-07-07,Sports,West,2,63.04,144.99
2022-07-07,Clothing,North,1,45.4,52.22
2022-07-07,Clothing,South,4,49.44,227.4
2022-07-07,Home & Kitchen,South,2,77.93,179.24
2022-07-07,Clothing,South,3,44.27,152.72
2022-07-07,Sports,East,3,47.54,164.0
2022-07-08,Beauty,West,3,34.84,120.18
2022-07-08,Clothing,North,3,52.35,180.6
2022-07-08,Home & Kitchen,West,3,76.88,265.22
2022-07-08,Clothing,South,4,53.78,247.39
2022-07-08,Electronics,South,4,187.79,863.83
2022-07-08,Home & Kitchen,South,4,66.2,304.52
2022-07-08,Electronics,North,4,185.81,854.73
2022-07-08,Home & Kitchen,East,4,62.66,288.25
2022-07-08,Clothing,North,3,44.8,154.56
2022-07-08,Electronics,North,2,167.03,384.16
2022-07-08,Electronics,North,4,180.28,829.28
2022-07-08,Electronics,South,2,197.24,453.64
2022-07-08,Home & Kitchen,North,4,61.82,284.39
2022-07-08,Electronics,North,2,214.73,493.89
2022-07-08,Electronics,East,2,176.83,406.7
2022-07-08,Home & Kitchen,West,3,62.63,216.07
2022-07-08,Sports,South,4,52.36,240.84
2022-07-08,Sports,East,2,56.91,130.89
2022-07-09,Electronics,North,4,170.07,1017.0
2022-07-09,Sports,North,1,65.11,97.34
2022-07-09,Home & Kitchen,South,1,71.65,107.12
2022-07-09,Clothing,East,1,40.04,59.87
2022-07-09,Sports,West,1,46.86,70.06
2022-07-09,Electronics,East,1,167.61,250.57
2022-07-09,Beauty,West,2,26.3,78.63
2022-07-09,Sports,North,3,50.06,224.54
2022-07-09,Beauty,North,1,32.42,48.47
2022-07-09,Clothing,North,2,48.3,144.41
2022-07-09,Clothing,North,4,40.24,240.62
2022-07-09,Home & Kitchen,West,2,58.32,174.37
2022-07-09,Clothing,North,2,46.82,139.99
2022-07-09,Sports,East,4,53.59,320.45
2022-07-09,Electronics,North,2,185.22,553.82
2022-07-09,Sports,West,1,65.23,97.52
2022-07-10,Electronics,East,3,154.48,692.83
2022-07-10,Sports,North,4,48.54,290.27
2022-07-10,Clothing,West,3,52.6,235.89
2022-07-10,Home & Kitchen,North,2,76.68,229.27
2022-07-10,Home & Kitchen,North,1,61.31,91.66
2022-07-10,Clothing,East,1,39.45,58.98
2022-07-10,Beauty,East,4,31.79,190.12
2022-07-10,Beauty,East,2,31.49,94.16
2022-07-10,Home & Kitchen,South,2,73.27,219.06
2022-07-11,Clothing,West,2,42.8,98.45
2022-07-11,Sports,West,3,52.46,180.97
2022-07-11,Home & Kitchen,East,2,69.66,160.21
2022-07-11,Sports,South,4,55.48,255.23
2022-07-11,Clothing,West,2,40.91,94.1
2022-07-11,Electronics,West,1,201.56,231.8
2022-07-11,Clothing,West,4,48.23,221.85
2022-07-11,Sports,North,2,64.36,148.03
2022-07-11,Clothing,North,2,49.25,113.28
2022-07-11,Electronics,West,3,196.47,677.81
2022-07-11,Sports,East,4,47.11,216.72
2022-07-11,Electronics,West,3,181.61,626.55
2022-07-11,Clothing,North,1,45.75,52.61
2022-07-11,Clothing,South,1,41.39,47.6
2022-07-12,Beauty,South,3,35.41,122.15
2022-07-12,Electronics,East,4,169.69,780.56
2022-07-12,Electronics,South,2,199.1,457.93
2022-07-12,Sports,West,4,61.15,281.29
2022-07-12,Electronics,West,1,184.19,211.82
2022-07-12,Home & Kitchen,East,2,75.78,174.29
2022-07-12,Home & Kitchen,East,2,71.62,164.72
2022-07-12,Sports,South,3,51.01,176.0
2022-07-12,Sports,West,1,58.51,67.29
2022-07-12,Beauty,West,2,26.43,60.78
2022-07-12,Electronics,South,4,179.33,824.93
2022-07-12,Clothing,West,4,46.77,215.16
2022-07-12,Home & Kitchen,South,3,67.5,232.86
2022-07-13,Clothing,North,1,48.21,55.45
2022-07-13,Beauty,West,3,29.15,100.57
2022-07-13,Sports,South,4,65.97,303.46
2022-07-13,Home & Kitchen,North,3,74.44,256.81
2022-07-13,Beauty,South,2,30.34,69.78
2022-07-13,Sports,East,3,60.54,208.87
2022-07-13,Sports,North,1,59.29,68.18
2022-07-13,Beauty,South,3,27.68,95.51
2022-07-13,Home & Kitchen,South,3,59.4,204.92
2022-07-13,Sports,South,3,63.78,220.04
2022-07-13,Sports,North,4,59.23,272.48
2022-07-13,Clothing,West,4,39.82,183.19
2022-07-13,Clothing,West,3,49.21,169.76
2022-07-14,Home & Kitchen,North,1,57.76,66.43
2022-07-14,Electronics,South,4,162.91,749.41
2022-07-14,Clothing,South,1,46.67,53.67
2022-07-14,Home & Kitchen,North,3,59.05,203.73
2022-07-14,Electronics,South,3,171.52,591.75
2022-07-14,Electronics,North,4,183.77,845.32
2022-07-14,Sports,South,3,46.91,161.83
2022-07-14,Beauty,North,3,27.97,96.5
2022-07-14,Electronics,South,2,187.6,431.47
2022-07-14,Home & Kitchen,West,3,76.01,262.23
2022-07-14,Electronics,West,2,196.27,451.41
2022-07-14,Beauty,West,3,25.62,88.41
2022-07-14,Electronics,East,3,178.8,616.84
2022-07-14,Electronics,North,4,157.76,725.7
2022-07-14,Home & Kitchen,West,3,59.61,205.66
2022-07-14,Home & Kitchen,South,1,73.25,84.24
2022-07-14,Electronics,West,4,184.83,850.2
2022-07-14,Home & Kitchen,East,1,64.79,74.51
2022-07-14,Clothing,East,3,44.17,152.39
2022-07-14,Electronics,South,1,205.64,236.48
2022-07-15,Beauty,South,2,28.89,66.46
2022-07-15,Clothing,West,4,48.11,221.32
2022-07-15,Clothing,West,1,38.95,44.79
2022-07-15,Electronics,North,3,207.89,717.22
2022-07-15,Home & Kitchen,East,2,70.8,162.85
2022-07-15,Electronics,East,4,207.14,952.86
2022-07-15,Electronics,South,3,167.96,579.47
2022-07-15,Electronics,North,1,171.31,197.01
2022-07-15,Clothing,North,2,49.68,114.26
2022-07-15,Clothing,South,1,51.21,58.89
2022-07-15,Sports,East,1,63.0,72.45
2022-07-15,Home & Kitchen,North,1,76.84,88.37
2022-07-15,Home & Kitchen,North,4,67.74,311.61
2022-07-15,Home & Kitchen,West,2,67.25,154.68
2022-07-15,Electronics,South,2,198.06,455.54
2022-07-16,Home & Kitchen,South,3,58.9,264.15
2022-07-16,Clothing,South,3,39.64,177.8
2022-07-16,Sports,West,2,64.63,193.25
2022-07-16,Beauty,North,4,30.92,184.93
2022-07-16,Clothing,East,2,44.99,134.51
2022-07-16,Clothing,South,4,48.44,289.68
2022-07-16,Clothing,East,4,38.93,232.82
2022-07-16,Electronics,East,4,159.28,952.51
2022-07-16,Electronics,West,4,191.69,1146.33
2022-07-16,Beauty,North,2,26.61,79.57
2022-07-16,Beauty,West,1,35.78,53.49
2022-07-16,Home & Kitchen,South,1,59.96,89.64
2022-07-16,Home & Kitchen,East,4,65.83,393.66
2022-07-16,Beauty,East,1,35.05,52.4
2022-07-16,Sports,East,2,58.76,175.68
2022-07-17,Home & Kitchen,East,1,56.02,83.75
2022-07-17,Beauty,South,2,32.19,96.26
2022-07-17,Clothing,West,3,40.07,179.72
2022-07-17,Home & Kitchen,North,1,57.68,86.24
2022-07-17,Clothing,West,2,43.51,130.1
2022-07-17,Home & Kitchen,East,4,63.12,377.46
2022-07-17,Sports,West,1,55.24,82.58
2022-07-17,Electronics,East,3,155.11,695.65
2022-07-17,Electronics,North,1,212.79,318.12
2022-07-17,Electronics,West,1,209.12,312.64
2022-07-17,Home & Kitchen,East,4,70.53,421.78
2022-07-17,Home & Kitchen,South,4,62.58,374.25
2022-07-17,Electronics,South,1,198.38,296.58
2022-07-17,Electronics,East,1,192.3,287.48
2022-07-17,Electronics,South,4,175.88,1051.75
2022-07-18,Sports,North,2,47.6,109.47
2022-07-18,Electronics,North,4,154.21,709.36
2022-07-18,Clothing,South,1,43.65,50.2
2022-07-18,Sports,North,2,51.81,119.17
2022-07-18,Sports,South,2,49.21,113.19
2022-07-18,Electronics,South,4,175.4,806.86
2022-07-18,Electronics,South,2,203.66,468.43
2022-07-18,Electronics,South,3,162.1,559.26
2022-07-18,Sports,South,3,51.01,175.97
2022-07-18,Clothing,South,2,49.56,113.98
2022-07-18,Electronics,South,1,156.23,179.67
2022-07-18,Clothing,East,3,44.58,153.81
2022-07-18,Clothing,North,2,52.28,120.25
2022-07-18,Home & Kitchen,North,2,63.88,146.91
2022-07-18,Home & Kitchen,East,4,56.89,261.71
2022-07-19,Electronics,South,4,167.17,768.97
2022-07-19,Home & Kitchen,North,1,61.79,71.05
2022-07-19,Home & Kitchen,South,3,76.75,264.78
2022-07-19,Clothing,West,3,44.18,152.41
2022-07-19,Electronics,West,4,184.57,849.0
2022-07-19,Beauty,North,2,30.1,69.22
2022-07-19,Home & Kitchen,East,2,59.78,137.48
2022-07-19,Electronics,North,2,159.66,367.22
2022-07-19,Home & Kitchen,West,3,67.32,232.27
2022-07-19,Clothing,East,3,47.63,164.31
2022-07-19,Electronics,West,1,199.72,229.68
2022-07-19,Sports,East,4,55.26,254.2
2022-07-19,Beauty,South,2,35.36,81.32
2022-07-19,Beauty,East,3,35.82,123.57
2022-07-19,Sports,North,1,51.49,59.21
2022-07-19,Sports,East,4,50.7,233.24
2022-07-19,Beauty,East,4,29.55,135.92
2022-07-20,Sports,North,3,55.19,190.42
2022-07-20,Clothing,South,3,44.28,152.78
2022-07-20,Sports,North,3,55.42,191.21
2022-07-20,Home & Kitchen,North,4,62.37,286.91
2022-07-20,Electronics,East,4,173.72,799.12
2022-07-20,Home & Kitchen,North,3,58.89,203.16
2022-07-20,Sports,North,3,55.51,191.53
2022-07-20,Sports,North,4,50.97,234.47
2022-07-20,Electronics,North,4,172.24,792.32
2022-07-20,Sports,North,1,51.66,59.41
2022-07-20,Clothing,West,2,53.18,122.32
2022-07-21,Electronics,East,4,201.52,926.97
2022-07-21,Electronics,East,3,182.59,629.93
2022-07-21,Sports,South,3,58.39,201.44
2022-07-21,Electronics,South,4,160.92,740.22
2022-07-21,Electronics,South,4,204.73,941.74
2022-07-21,Clothing,South,4,49.84,229.27
2022-07-21,Clothing,North,3,42.53,146.73
2022-07-21,Sports,East,1,62.32,71.67
2022-07-21,Home & Kitchen,South,2,74.81,172.06
2022-07-21,Electronics,North,2,175.2,402.97
2022-07-21,Sports,North,2,50.07,115.17
2022-07-21,Sports,North,4,60.53,278.42
2022-07-21,Clothing,East,3,41.89,144.51
2022-07-21,Electronics,West,2,183.28,421.56
2022-07-22,Electronics,East,4,184.63,849.32
2022-07-22,Beauty,West,2,33.57,77.21
2022-07-22,Clothing,West,1,49.21,56.59
2022-07-22,Beauty,North,4,31.96,147.02
2022-07-22,Sports,East,2,57.1,131.32
2022-07-22,Clothing,North,1,44.89,51.62
2022-07-22,Beauty,East,4,33.54,154.3
2022-07-22,Beauty,North,3,34.79,120.02
2022-07-22,Electronics,East,4,200.94,924.31
2022-07-22,Electronics,North,1,165.44,190.25
2022-07-22,Sports,West,2,51.94,119.46
2022-07-22,Clothing,West,2,46.0,105.79
2022-07-22,Clothing,North,1,52.94,60.88
2022-07-22,Electronics,South,4,202.92,933.45
2022-07-22,Electronics,West,3,196.09,676.52
2022-07-22,Clothing,South,3,38.4,132.47
2022-07-22,Home & Kitchen,North,3,58.59,202.14
2022-07-23,Electronics,North,4,168.43,1007.22
2022-07-23,Electronics,South,2,160.49,479.86
2022-07-23,Home & Kitchen,West,3,75.62,339.16
2022-07-23,Clothing,West,1,50.4,75.34
2022-07-23,Electronics,East,1,202.87,303.3
2022-07-23,Home & Kitchen,South,1,70.69,105.68
2022-07-23,Clothing,West,2,43.81,130.99
2022-07-23,Beauty,East,1,26.69,39.9
2022-07-23,Sports,West,4,61.71,369.04
2022-07-23,Sports,East,3,58.79,263.65
2022-07-23,Electronics,South,1,188.27,281.47
2022-07-23,Beauty,South,1,27.6,41.26
2022-07-23,Beauty,North,1,29.85,44.63
2022-07-23,Electronics,South,4,189.11,1130.87
2022-07-23,Beauty,East,3,31.76,142.44
2022-07-24,Electronics,South,1,165.44,247.34
2022-07-24,Clothing,North,4,46.99,280.99
2022-07-24,Home & Kitchen,East,2,60.02,179.47
2022-07-24,Beauty,West,3,28.5,127.84
2022-07-24,Beauty,West,2,32.78,98.0
2022-07-24,Home & Kitchen,North,3,56.57,253.73
2022-07-24,Electronics,West,3,173.92,780.03
2022-07-24,Home & Kitchen,East,3,66.2,296.91
2022-07-24,Home & Kitchen,South,2,56.52,168.99
2022-07-24,Clothing,East,1,46.18,69.05
2022-07-24,Electronics,North,1,206.42,308.6
2022-07-24,Electronics,North,1,185.86,277.86
2022-07-25,Beauty,West,1,31.95,36.74
2022-07-25,Beauty,South,4,27.73,127.54
2022-07-25,Electronics,East,2,181.44,417.32
2022-07-25,Electronics,West,3,210.22,725.25
2022-07-25,Sports,South,4,49.99,229.97
2022-07-25,Home & Kitchen,North,4,64.16,295.12
2022-07-25,Electronics,South,4,170.5,784.32
2022-07-25,Home & Kitchen,West,1,56.2,64.63
2022-07-25,Sports,West,1,60.57,69.65
2022-07-25,Electronics,South,3,198.29,684.1
2022-07-25,Electronics,East,4,198.17,911.6
2022-07-25,Home & Kitchen,South,3,73.54,253.71
2022-07-25,Clothing,North,4,39.11,179.93
2022-07-25,Electronics,East,2,162.37,373.46
2022-07-26,Sports,North,2,48.03,110.47
2022-07-26,Home & Kitchen,North,2,57.74,132.81
2022-07-26,Clothing,South,4,46.0,211.58
2022-07-26,Electronics,North,2,188.95,434.59
2022-07-26,Sports,North,3,59.59,205.58
2022-07-26,Electronics,West,4,175.02,805.08
2022-07-26,Home & Kitchen,South,3,64.06,221.0
2022-07-26,Electronics,West,4,194.66,895.46
2022-07-26,Clothing,East,4,43.46,199.92
2022-07-26,Beauty,North,2,35.36,81.32
2022-07-26,Electronics,South,1,195.66,225.01
2022-07-26,Electronics,East,4,172.12,791.76
2022-07-26,Beauty,West,1,26.58,30.57
2022-07-26,Clothing,East,1,51.4,59.12
2022-07-26,Electronics,West,2,180.73,415.68
2022-07-27,Clothing,South,1,45.67,52.52
2022-07-27,Sports,West,1,63.26,72.75
2022-07-27,Clothing,West,4,51.1,235.06
2022-07-27,Beauty,East,3,29.22,100.8
2022-07-27,Home & Kitchen,West,2,75.95,174.68
2022-07-27,Beauty,West,3,28.91,99.74
2022-07-27,Electronics,East,2,205.3,472.19
2022-07-28,Electronics,North,1,161.87,186.15
2022-07-28,Beauty,North,4,31.41,144.48
2022-07-28,Beauty,North,2,29.12,66.98
2022-07-28,Electronics,North,3,208.3,718.65
2022-07-28,Beauty,East,3,32.56,112.33
2022-07-28,Sports,East,4,64.31,295.83
2022-07-28,Electronics,West,4,153.52,706.18
2022-07-28,Electronics,South,4,168.13,773.39
2022-07-28,Beauty,East,2,30.78,70.8
2022-07-28,Sports,East,2,60.78,139.8
2022-07-28,Electronics,North,3,201.07,693.68
2022-07-28,Home & Kitchen,East,3,74.94,258.56
2022-07-28,Clothing,West,2,41.02,94.36
2022-07-28,Electronics,South,2,164.15,377.55
2022-07-29,Home & Kitchen,South,4,72.36,332.86
2022-07-29,Beauty,East,3,27.63,95.32
2022-07-29,Sports,South,2,52.6,120.97
2022-07-29,Home & Kitchen,East,3,76.55,264.1
2022-07-29,Home & Kitchen,West,3,58.62,202.24
2022-07-29,Sports,East,2,51.22,117.8
2022-07-29,Clothing,West,2,46.55,107.06
2022-07-29,Clothing,West,4,45.76,210.52
2022-07-29,Sports,West,3,64.15,221.31
2022-07-29,Electronics,West,3,215.07,741.98
2022-07-29,Clothing,North,2,38.84,89.34
2022-07-30,Clothing,South,4,41.76,249.7
2022-07-30,Electronics,South,4,191.59,1145.73
